Statistics,Camera_vs_Digital_Area,Camera_vs_SKCS_Area
MAE,2.0197189718301884,8.166915133896227
NE,0.18511241043763413,0.7485186639135214
MSE,7.359838899412498,68.36156788042477
RMSE,2.7129023018554315,8.26810545895641
