Statistics,YOLOv7,YOLOv8,YOLOv9,Detectron2
MAE,18.97222222222222,16.416666666666668,48.388888888888886,47.583333333333336
NE,0.12529811043845165,0.10842047330764999,0.3195743900201798,0.3142542652724271
MSE,536.6944444444445,659.0277777777778,3084.9444444444443,3338.472222222222
RMSE,23.166666666666668,25.67153633458227,55.542276190704,57.77951386280627
