Statistics,YOLOv7,YOLOv8,YOLOv9,Detectron2
MAE,26.88888888888889,14.333333333333334,72.94444444444444,23.75
NE,0.17758209502843517,0.09466152999449644,0.481746468537883,0.15685195376995048
MSE,1212.888888888889,427.8333333333333,6512.777777777777,806.1944444444445
RMSE,34.8265543642906,20.684132404655827,80.70178299007884,28.393563433363635
