id,plot,img_name,Mach_Count,Pan_Count,Reg_Count,Spr_Count,Spr_Count_Adj
6025_P4,6025-2290-19_Stg3NIL,13. P4-WOF-Fr.jpg,1788,1161,1737,1930,1966
6029_P1,6029-SN72_PinkKafir,1. P1-WOF-Fr.jpg,1617,950,1114,1563,2264
6029_P2,6029-SN72_PinkKafir,5. P2-WOF-Fr.jpg,1648,1241,1534,1918,1861
6029_P3,6029-SN72_PinkKafir,9. P3-WOF-Fr.jpg,1882,1211,1518,2003,1764
6029_P4,6029-SN72_PinkKafir,13. P4-WOF-Fr.jpg,2631,1590,1851,2771,2384
6033_P1,6033-SC328,1. P1-WOF-Fr.jpg,1051,1100,2167,1333,1303
6033_P2,6033-SC328,5. P2-WOF-Fr.jpg,896,896,2047,897,1021
6033_P3,6033-SC328,9. P3-WOF-Fr.jpg,581,633,1704,673,934
6033_P4,6033-SC328,13. P4-WOF-Fr.jpg,1251,1311,2555,1535,1478
6037_P1,6037-SC348,1. P1-WOF-Fr.jpg,1172,601,1393,1437,1296
6037_P2,6037-SC348,5. P2-WOF-Fr.jpg,1355,1099,1305,1469,1299
6037_P3,6037-SC348,9. P3-WOF-Fr.jpg,980,767,1445,1165,830
6037_P4,6037-SC348,13. P4-WOF-Fr.jpg,984,765,1151,1407,1053
6041_P1,6041-RTx2536,1. P1-WOF-Fr.jpg,1198,1330,1961,1213,1510
6041_P2,6041-RTx2536,5. P2-WOF-Fr.jpg,2033,1239,1943,2186,2118
6041_P3,6041-RTx2536,9. P3-WOF-Fr.jpg,1836,1089,1040,1858,1644
6041_P4,6041-RTx2536,13. P4-WOF-Fr.jpg,2698,1598,2123,2618,2699
6045_P1,6045-BTx623_DW1,1. P1-WOF-Fr.jpg,961,871,1811,1350,1203
6045_P2,6045-BTx623_DW1,5. P2-WOF-Fr.jpg,875,713,1535,1218,867
6045_P3,6045-BTx623_DW1,9. P3-WOF-Fr.jpg,600,833,1776,972,836
6045_P4,6045-BTx623_DW1,13. P4-WOF-Fr.jpg,439,291,983,930,674
6049_P1,6049-SC326-6,1. P1-WOF-Fr.jpg,2441,1164,1747,2440,2201
6049_P2,6049-SC326-6,5. P2-WOF-Fr.jpg,2876,1041,1425,2961,2894
6049_P3,6049-SC326-6,9. P3-WOF-Fr.jpg,2943,1448,1680,2816,2995
6049_P4,6049-SC326-6,13. P4-WOF-Fr.jpg,3039,1232,1725,3032,3187
6053_P1,6053-SC1154-14E,1. P1-WOF-Fr.jpg,256,231,1034,473,716
6053_P2,6053-SC1154-14E,5. P2-WOF-Fr.jpg,445,515,1061,687,384
6053_P3,6053-SC1154-14E,9. P3-WOF-Fr.jpg,406,595,1027,755,440
6053_P4,6053-SC1154-14E,13. P4-WOF-Fr.jpg,553,596,1166,595,869
6057_P1,6057-BTx642,1. P1-WOF-Fr.jpg,442,417,1276,1094,770
6057_P2,6057-BTx642,5. P2-WOF-Fr.jpg,526,297,1203,532,845
6057_P3,6057-BTx642,9. P3-WOF-Fr.jpg,521,327,1183,485,1526
6057_P4,6057-BTx642,13. P4-WOF-Fr.jpg,1055,389,1384,1445,1325
6061_P1,6061-R11018,1. P1-WOF-Fr.jpg,1220,817,1442,1516,1587
6061_P2,6061-R11018,5. P2-WOF-Fr.jpg,1441,1374,2062,1678,1745
6061_P3,6061-R11018,9. P3-WOF-Fr.jpg,1480,1165,1712,1713,1718
6061_P4,6061-R11018,13. P4-WOF-Fr.jpg,1016,819,1556,1171,1108
6065_P1,6065-RTx430BL,1. P1-WOF-Fr.jpg,1334,1141,1739,1271,1611
6065_P2,6065-RTx430BL,5. P2-WOF-Fr.jpg,1208,1127,1913,1359,1184
6065_P3,6065-RTx430BL,9. P3-WOF-Fr.jpg,1079,1117,1745,1090,1180
6065_P4,6065-RTx430BL,13. P4-WOF-Fr.jpg,1117,1296,2048,1463,1163
6069_P1,6069-R9188,1. P1-WOF-Fr.jpg,1180,588,1100,1288,1335
6069_P2,6069-R9188,5. P2-WOF-Fr.jpg,1514,752,1449,1445,2090
6069_P3,6069-R9188,9. P3-WOF-Fr.jpg,1431,877,1453,1475,1157
6069_P4,6069-R9188,13. P4-WOF-Fr.jpg,1914,867,1376,2053,2109
6073_P1,6073-B10001,1. P1-WOF-Fr.jpg,1455,657,1552,1446,1231
6073_P2,6073-B10001,5. P2-WOF-Fr.jpg,2126,1252,2039,1987,2059
6073_P3,6073-B10001,9. P3-WOF-Fr.jpg,1785,1132,1781,1904,2078
6073_P4,6073-B10001,13. P4-WOF-Fr.jpg,1886,1107,1903,1994,1957
7005_P1,7005-SC328,1. P1-WOF-Fr.jpg,1970,1495,2654,1914,2068
7005_P2,7005-SC328,5. P2-WOF-Fr.jpg,2219,1647,3073,2142,2292
7005_P3,7005-SC328,9. P3-WOF-Fr.jpg,1217,953,2196,1399,1344
7005_P4,7005-SC328,13. P4-WOF-Fr.jpg,1383,1192,2466,1201,1506
7009_P1,7009-1790E_SC56_SC33,1. P1-WOF-Fr.jpg,1048,601,1264,912,1160
7009_P2,7009-1790E_SC56_SC33,5. P2-WOF-Fr.jpg,995,517,1326,1007,1094
7009_P3,7009-1790E_SC56_SC33,9. P3-WOF-Fr.jpg,1588,879,1329,1636,1670
7009_P4,7009-1790E_SC56_SC33,13. P4-WOF-Fr.jpg,1473,980,1493,1642,1606
7013_P1,7013-Tx2882,1. P1-WOF-Fr.jpg,1734,1178,1576,2112,1848
7013_P2,7013-Tx2882,5. P2-WOF-Fr.jpg,1339,797,1306,1635,1479
7013_P3,7013-Tx2882,9. P3-WOF-Fr.jpg,1908,1057,1485,1930,2022
7013_P4,7013-Tx2882,13. P4-WOF-Fr.jpg,1598,1269,1613,1685,1684
7017_P1,7017BTx642,1. P1-WOF-Fr.jpg,901,206,986,865,1003
7017_P2,7017BTx642,5. P2-WOF-Fr.jpg,640,470,1281,836,716
7017_P3,7017BTx642,9. P3-WOF-Fr.jpg,689,354,1527,824,816
7017_P4,7017BTx642,13. P4-WOF-Fr.jpg,713,1038,1634,971,842
7021_P1,7021-Macia,1. P1-WOF-Fr.jpg,3097,1740,2397,2847,3195
7021_P2,7021-Macia,5. P2-WOF-Fr.jpg,2158,1455,2209,2291,2263
7021_P3,7021-Macia,9. P3-WOF-Fr.jpg,2479,1675,2579,2784,2568
7021_P4,7021-Macia,13. P4-WOF-Fr.jpg,1963,1435,2228,1990,2037
7025_P1,7025-SC283,1. P1-WOF-Fr.jpg,1111,1017,1724,1340,1180
7025_P2,7025-SC283,5. P2-WOF-Fr.jpg,879,941,1698,1193,942
7025_P3,7025-SC283,9. P3-WOF-Fr.jpg,661,1112,1535,776,681
7025_P4,7025-SC283,13. P4-WOF-Fr.jpg,802,449,1279,1030,831
7029_P1,7029-SC964,1. P1-WOF-Fr.jpg,1155,1209,2283,1299,1075
7029_P2,7029-SC964,5. P2-WOF-Fr.jpg,860,871,2094,1055,888
7029_P3,7029-SC964,9. P3-WOF-Fr.jpg,1354,1140,2442,1314,1612
7029_P4,7029-SC964,13. P4-WOF-Fr.jpg,996,956,2468,1160,1005
7033_P1,7033-M10P0052_BTx623,1. P1-WOF-Fr.jpg,867,834,1651,1143,1086
7033_P2,7033-M10P0052_BTx623,5. P2-WOF-Fr.jpg,1344,1014,1795,1762,1473
7033_P3,7033-M10P0052_BTx623,9. P3-WOF-Fr.jpg,1527,1132,1826,1823,1492
7033_P4,7033-M10P0052_BTx623,13. P4-WOF-Fr.jpg,1480,1238,1738,2026,2024
7037_P1,7037-Tx2882,1. P1-WOF-Fr.jpg,1733,1314,1456,1651,1938
7037_P2,7037-Tx2882,5. P2-WOF-Fr.jpg,1519,1128,1443,1798,1203
7037_P3,7037-Tx2882,9. P3-WOF-Fr.jpg,1541,1135,1608,1676,1676
7037_P4,7037-Tx2882,13. P4-WOF-Fr.jpg,964,961,1593,1577,991
7041_P1,7041-BTx642,1. P1-WOF-Fr.jpg,65,65,853,165,506
7041_P2,7041-BTx642,5. P2-WOF-Fr.jpg,52,113,1070,147,156
7041_P3,7041-BTx642,9. P3-WOF-Fr.jpg,122,88,995,258,358
7041_P4,7041-BTx642,13. P4-WOF-Fr.jpg,181,175,1086,433,537
7045_P1,7045-BTx635_DW2,1. P1-WOF-Fr.jpg,1499,971,1989,1493,1779
7045_P2,7045-BTx635_DW2,5. P2-WOF-Fr.jpg,1431,1199,1984,1385,1294
7045_P3,7045-BTx635_DW2,9. P3-WOF-Fr.jpg,1260,1119,1918,1420,1321
7045_P4,7045-BTx635_DW2,13. P4-WOF-Fr.jpg,1882,1269,2040,2010,1843
7049_P1,7049-1790E_SC56_SC33,1. P1-WOF-Fr.jpg,929,818,1218,1481,962
7049_P2,7049-1790E_SC56_SC33,5. P2-WOF-Fr.jpg,1006,942,1334,1359,1527
7049_P3,7049-1790E_SC56_SC33,9. P3-WOF-Fr.jpg,884,765,1284,938,1139
7049_P4,7049-1790E_SC56_SC33,13. P4-WOF-Fr.jpg,901,865,1234,887,812
7053_P1,7053-RLBK1,1. P1-WOF-Fr.jpg,1319,937,1382,1542,1630
7053_P2,7053-RLBK1,5. P2-WOF-Fr.jpg,564,470,1267,502,1208
7053_P3,7053-RLBK1,9. P3-WOF-Fr.jpg,860,654,1410,1411,1247
7053_P4,7053-RLBK1,13. P4-WOF-Fr.jpg,1961,1389,1742,2252,1698
7057_P1,7057-SC348,1. P1-WOF-Fr.jpg,1520,829,1003,1523,1520
7057_P2,7057-SC348,5. P2-WOF-Fr.jpg,1098,988,1399,894,1506
7057_P3,7057-SC348,9. P3-WOF-Fr.jpg,671,530,1036,1145,722
7057_P4,7057-SC348,13. P4-WOF-Fr.jpg,1621,1223,1301,1685,1800
7061_P1,7061-2219-3,1. P1-WOF-Fr.jpg,800,649,1358,1236,1141
7061_P2,7061-2219-3,5. P2-WOF-Fr.jpg,1723,1371,2117,1472,1609
7061_P3,7061-2219-3,9. P3-WOF-Fr.jpg,1358,1034,1763,1353,1464
7061_P4,7061-2219-3,13. P4-WOF-Fr.jpg,1743,1519,2212,1818,1151
7065_P1,7065-SN72_PINK_KAFIR,1. P1-WOF-Fr.jpg,1815,1109,1177,1890,1670
7065_P2,7065-SN72_PINK_KAFIR,5. P2-WOF-Fr.jpg,1775,1489,1608,1753,1794
7065_P3,7065-SN72_PINK_KAFIR,9. P3-WOF-Fr.jpg,1101,886,1283,1376,992
7065_P4,7065-SN72_PINK_KAFIR,13. P4-WOF-Fr.jpg,1556,1123,1450,1432,1987
7069_P1,7069-2290-19,1. P1-WOF-Fr.jpg,1976,1964,1771,1994,1730
7069_P2,7069-2290-19,5. P2-WOF-Fr.jpg,1370,1288,1468,1511,1396
7069_P3,7069-2290-19,9. P3-WOF-Fr.jpg,1165,1237,1334,1411,1332
7069_P4,7069-2290-19,13. P4-WOF-Fr.jpg,1421,1479,1553,1678,1828
7073_P1,7073-BTx635_DW2,1. P1-WOF-Fr.jpg,1765,1494,2171,1606,1542
7073_P2,7073-BTx635_DW2,5. P2-WOF-Fr.jpg,1000,1055,1740,844,1398
7073_P3,7073-BTx635_DW2,9. P3-WOF-Fr.jpg,1905,1281,1373,2223,1963
7073_P4,7073-BTx635_DW2,13. P4-WOF-Fr.jpg,1341,906,1553,1529,1259
