id,plot_x,img_name_x,Mach_Count_x,Pan_Count,Reg_Count,plot_y,img_name_y,Mach_Count_y,Spr_Count_Adj
4045_P2,4045-BTx615,5. P2-WOF-Fr.jpg,1113,750,1512,4045-BTx615,5. P2-WOF-Fr.jpg,1113.0,1342.0
4045_P3,4045-BTx615,9. P3-WOF-Fr.jpg,1715,1161,1761,4045-BTx615,9. P3-WOF-Fr.jpg,1715.0,2180.0
4045_P4,4045-BTx615,13. P4-WOF-Fr.jpg,915,948,1578,4045-BTx615,13. P4-WOF-Fr.jpg,915.0,1119.0
4049_P1,4049-B10001,1. P1-WOF-Fr.jpg,2023,1323,1528,4049-B10001,1. P1-WOF-Fr.jpg,2023.0,2118.0
4049_P2,4049-B10001,5. P2-WOF-Fr.jpg,1842,1053,923,4049-B10001,5. P2-WOF-Fr.jpg,1842.0,1889.0
4049_P3,4049-B10001,9. P3-WOF-Fr.jpg,1932,1184,1362,4049-B10001,9. P3-WOF-Fr.jpg,1932.0,1590.0
4049_P4,4049-B10001,13. P4-WOF-Fr.jpg,1592,1204,1290,4049-B10001,13. P4-WOF-Fr.jpg,1592.0,1678.0
4053_P2,4053-SC35-14E,5. P2-WOF-Fr.jpg,197,629,1230,4053-SC35-14E,5. P2-WOF-Fr.jpg,197.0,460.0
4053_P3,4053-SC35-14E,9. P3-WOF-Fr.jpg,276,663,1136,4053-SC35-14E,9. P3-WOF-Fr.jpg,276.0,1023.0
4053_P4,4053-SC35-14E,13. P4-WOF-Fr.jpg,185,576,1226,4053-SC35-14E,13. P4-WOF-Fr.jpg,185.0,397.0
4057_P1,4057-SC326-6,1. P1-WOF-Fr.jpg,2688,1432,1870,4057-SC326-6,1. P1-WOF-Fr.jpg,2688.0,2716.0
4057_P2,4057-SC326-6,5. P2-WOF-Fr.jpg,2732,1700,2175,4057-SC326-6,5. P2-WOF-Fr.jpg,2732.0,2686.0
4057_P3,4057-SC326-6,9. P3-WOF-Fr.jpg,2409,947,1648,4057-SC326-6,9. P3-WOF-Fr.jpg,2409.0,2167.0
4057_P4,4057-SC326-6,13. P4-WOF-Fr.jpg,2493,1069,1601,4057-SC326-6,13. P4-WOF-Fr.jpg,2493.0,2716.0
4061_P1,4061-KS19,1. P1-WOF-Fr.jpg,965,615,1053,4061-KS19,1. P1-WOF-Fr.jpg,965.0,1282.0
4061_P2,4061-KS19,5. P2-WOF-Fr.jpg,1151,1179,1233,4061-KS19,5. P2-WOF-Fr.jpg,1151.0,1455.0
4061_P3,4061-KS19,9. P3-WOF-Fr.jpg,1297,866,1438,4061-KS19,9. P3-WOF-Fr.jpg,1297.0,1235.0
4061_P4,4061-KS19,13. P4-WOF-Fr.jpg,995,656,1053,4061-KS19,13. P4-WOF-Fr.jpg,995.0,1443.0
4065_P1,4065-M10P0052_BTx623,1. P1-WOF-Fr.jpg,1000,1286,1478,4065-M10P0052_BTx623,1. P1-WOF-Fr.jpg,1000.0,871.0
4065_P2,4065-M10P0052_BTx623,5. P2-WOF-Fr.jpg,1260,1061,1396,4065-M10P0052_BTx623,5. P2-WOF-Fr.jpg,1260.0,1510.0
4065_P3,4065-M10P0052_BTx623,9. P3-WOF-Fr.jpg,971,1074,1368,4065-M10P0052_BTx623,9. P3-WOF-Fr.jpg,971.0,1583.0
4065_P4,4065-M10P0052_BTx623,13. P4-WOF-Fr.jpg,1153,1185,1611,4065-M10P0052_BTx623,13. P4-WOF-Fr.jpg,1153.0,1091.0
4069_P1,4069-Tx7000,1. P1-WOF-Fr.jpg,1643,1489,1658,4069-Tx7000,1. P1-WOF-Fr.jpg,1643.0,1612.0
4069_P2,4069-Tx7000,5. P2-WOF-Fr.jpg,1976,1685,1985,4069-Tx7000,5. P2-WOF-Fr.jpg,1976.0,2044.0
4069_P3,4069-Tx7000,9. P3-WOF-Fr.jpg,2013,1581,1939,4069-Tx7000,9. P3-WOF-Fr.jpg,2013.0,1953.0
4069_P4,4069-Tx7000,13. P4-WOF-Fr.jpg,1470,1503,1740,4069-Tx7000,13. P4-WOF-Fr.jpg,1470.0,1257.0
4073_P1,4073-BTx642_Tx7000,1. P1-WOF-Fr.jpg,1458,1330,1584,4073-BTx642_Tx7000,1. P1-WOF-Fr.jpg,1458.0,1579.0
4073_P2,4073-BTx642_Tx7000,5. P2-WOF-Fr.jpg,1269,1203,1565,4073-BTx642_Tx7000,5. P2-WOF-Fr.jpg,1269.0,1179.0
4073_P3,4073-BTx642_Tx7000,9. P3-WOF-Fr.jpg,1176,1204,1437,4073-BTx642_Tx7000,9. P3-WOF-Fr.jpg,1176.0,1412.0
4073_P4,4073-BTx642_Tx7000,13. P4-WOF-Fr.jpg,1373,1357,1746,4073-BTx642_Tx7000,13. P4-WOF-Fr.jpg,1373.0,1301.0
5005_P1,5005-SC35_14E,1. P1-WOF-Fr.jpg,1040,567,1162,5005-SC35_14E,1. P1-WOF-Fr.jpg,1040.0,1161.0
5005_P2,5005-SC35_14E,5. P2-WOF-Fr.jpg,1258,799,1169,5005-SC35_14E,5. P2-WOF-Fr.jpg,1258.0,1423.0
5005_P3,5005-SC35_14E,9. P3-WOF-Fr.jpg,1243,813,1610,5005-SC35_14E,9. P3-WOF-Fr.jpg,1243.0,1379.0
5005_P4,5005-SC35_14E,13. P4-WOF-Fr.jpg,1588,1026,1609,5005-SC35_14E,13. P4-WOF-Fr.jpg,1588.0,1748.0
5009_P1,5009-R9188,1. P1-WOF-Fr.jpg,2282,680,1521,5009-R9188,1. P1-WOF-Fr.jpg,2282.0,1700.0
5009_P2,5009-R9188,5. P2-WOF-Fr.jpg,1677,1023,1485,5009-R9188,5. P2-WOF-Fr.jpg,1677.0,1769.0
5009_P3,5009-R9188,9. P3-WOF-Fr.jpg,1968,1140,1701,5009-R9188,9. P3-WOF-Fr.jpg,1968.0,2146.0
5009_P4,5009-R9188,13. P4-WOF-Fr.jpg,2135,946,1575,5009-R9188,13. P4-WOF-Fr.jpg,2135.0,2137.0
5013_P1,5013-RTx2536,1. P1-WOF-Fr.jpg,1647,1424,1834,5013-RTx2536,1. P1-WOF-Fr.jpg,1647.0,1774.0
5013_P2,5013-RTx2536,5. P2-WOF-Fr.jpg,1812,1361,1545,5013-RTx2536,5. P2-WOF-Fr.jpg,1812.0,1966.0
5013_P3,5013-RTx2536,9. P3-WOF-Fr.jpg,1940,1366,1839,5013-RTx2536,9. P3-WOF-Fr.jpg,1940.0,2100.0
5013_P4,5013-RTx2536,13. P4-WOF-Fr.jpg,1800,1179,1619,5013-RTx2536,13. P4-WOF-Fr.jpg,1800.0,1880.0
5017_P1,5017BTx623_DW1,1. P1-WOF-Fr.jpg,1179,1052,1602,5017BTx623_DW1,1. P1-WOF-Fr.jpg,1179.0,1211.0
5017_P2,5017BTx623_DW1,5. P2-WOF-Fr.jpg,812,897,1708,5017BTx623_DW1,5. P2-WOF-Fr.jpg,812.0,872.0
5017_P3,5017BTx623_DW1,9. P3-WOF-Fr.jpg,1090,952,1592,5017BTx623_DW1,9. P3-WOF-Fr.jpg,1090.0,1143.0
5017_P4,5017BTx623_DW1,13. P4-WOF-Fr.jpg,1037,1034,1532,5017BTx623_DW1,13. P4-WOF-Fr.jpg,1037.0,1070.0
5021_P1,5021-96CD635,1. P1-WOF-Fr.jpg,2043,1364,1656,5021-96CD635,1. P1-WOF-Fr.jpg,2043.0,2164.0
5021_P2,5021-96CD635,5. P2-WOF-Fr.jpg,1395,1031,1444,5021-96CD635,5. P2-WOF-Fr.jpg,1395.0,1485.0
5021_P3,5021-96CD635,9. P3-WOF-Fr.jpg,1584,1157,1507,5021-96CD635,9. P3-WOF-Fr.jpg,1584.0,1644.0
5021_P4,5021-96CD635,13. P4-WOF-Fr.jpg,1451,1028,1560,,,,
5025_P1,5025-BTx642_Tx7000NILStg1,1. P1-WOF-Fr.jpg,1814,1452,1669,5025-BTx642_Tx7000NILStg1,1. P1-WOF-Fr.jpg,1814.0,1851.0
5025_P2,5025-BTx642_Tx7000NILStg1,5. P2-WOF-Fr.jpg,1694,1278,1515,5025-BTx642_Tx7000NILStg1,5. P2-WOF-Fr.jpg,1694.0,1754.0
5025_P3,5025-BTx642_Tx7000NILStg1,9. P3-WOF-Fr.jpg,1664,1208,1270,5025-BTx642_Tx7000NILStg1,9. P3-WOF-Fr.jpg,1664.0,1707.0
5025_P4,5025-BTx642_Tx7000NILStg1,13. P4-WOF-Fr.jpg,2368,1481,1672,5025-BTx642_Tx7000NILStg1,13. P4-WOF-Fr.jpg,2368.0,2438.0
5029_P1,5029-RLBF1,1. P1-WOF-Fr.jpg,1394,1504,1721,5029-RLBF1,1. P1-WOF-Fr.jpg,1394.0,1826.0
5029_P2,5029-RLBF1,5. P2-WOF-Fr.jpg,973,1038,1205,5029-RLBF1,5. P2-WOF-Fr.jpg,973.0,974.0
5029_P3,5029-RLBF1,9. P3-WOF-Fr.jpg,1364,1444,1548,5029-RLBF1,9. P3-WOF-Fr.jpg,1364.0,1415.0
5029_P4,5029-RLBF1,13. P4-WOF-Fr.jpg,1721,1259,1540,5029-RLBF1,13. P4-WOF-Fr.jpg,1721.0,1965.0
5033_P1,5033-SC1154-14E,1. P1-WOF-Fr.jpg,587,331,1174,5033-SC1154-14E,1. P1-WOF-Fr.jpg,587.0,540.0
5033_P2,5033-SC1154-14E,5. P2-WOF-Fr.jpg,597,458,1313,5033-SC1154-14E,5. P2-WOF-Fr.jpg,597.0,849.0
5033_P3,5033-SC1154-14E,9. P3-WOF-Fr.jpg,346,293,1140,5033-SC1154-14E,9. P3-WOF-Fr.jpg,346.0,848.0
5033_P4,5033-SC1154-14E,13. P4-WOF-Fr.jpg,461,349,1327,5033-SC1154-14E,13. P4-WOF-Fr.jpg,461.0,351.0
5037_P1,5037-Tx7000,1. P1-WOF-Fr.jpg,1559,1285,1354,5037-Tx7000,1. P1-WOF-Fr.jpg,1559.0,1692.0
5037_P2,5037-Tx7000,5. P2-WOF-Fr.jpg,1707,1641,1896,5037-Tx7000,5. P2-WOF-Fr.jpg,1707.0,1839.0
5037_P3,5037-Tx7000,9. P3-WOF-Fr.jpg,2394,1557,1890,5037-Tx7000,9. P3-WOF-Fr.jpg,2394.0,2554.0
5037_P4,5037-Tx7000,13. P4-WOF-Fr.jpg,1717,1952,1978,5037-Tx7000,13. P4-WOF-Fr.jpg,1717.0,1540.0
5041_P1,5041-BTx623,1. P1-WOF-Fr.jpg,1186,824,1458,5041-BTx623,1. P1-WOF-Fr.jpg,1186.0,1053.0
5041_P2,5041-BTx623,5. P2-WOF-Fr.jpg,1275,967,1773,5041-BTx623,5. P2-WOF-Fr.jpg,1275.0,1510.0
5041_P3,5041-BTx623,9. P3-WOF-Fr.jpg,2489,1342,1990,5041-BTx623,9. P3-WOF-Fr.jpg,2489.0,2539.0
5041_P4,5041-BTx623,13. P4-WOF-Fr.jpg,1261,784,1573,5041-BTx623,13. P4-WOF-Fr.jpg,1261.0,1442.0
5045_P1,5045-6085-9,1. P1-WOF-Fr.jpg,1763,1459,1662,5045-6085-9,1. P1-WOF-Fr.jpg,1763.0,1906.0
5045_P2,5045-6085-9,5. P2-WOF-Fr.jpg,1070,955,1259,5045-6085-9,5. P2-WOF-Fr.jpg,1070.0,1081.0
5045_P3,5045-6085-9,9. P3-WOF-Fr.jpg,1254,1076,1397,5045-6085-9,9. P3-WOF-Fr.jpg,1254.0,1432.0
5045_P4,5045-6085-9,13. P4-WOF-Fr.jpg,1734,1455,1582,5045-6085-9,13. P4-WOF-Fr.jpg,1734.0,1869.0
5049_P1,5049-96CD635,1. P1-WOF-Fr.jpg,1332,884,1359,5049-96CD635,1. P1-WOF-Fr.jpg,1332.0,1306.0
5049_P2,5049-96CD635,5. P2-WOF-Fr.jpg,1798,1477,1794,5049-96CD635,5. P2-WOF-Fr.jpg,1798.0,2249.0
5049_P3,5049-96CD635,9. P3-WOF-Fr.jpg,945,893,1678,5049-96CD635,9. P3-WOF-Fr.jpg,945.0,1207.0
5049_P4,5049-96CD635,13. P4-WOF-Fr.jpg,1948,1381,1912,5049-96CD635,13. P4-WOF-Fr.jpg,1948.0,1754.0
5053_P1,5053-96CD635,1. P1-WOF-Fr.jpg,1604,1205,1557,5053-96CD635,1. P1-WOF-Fr.jpg,1604.0,1829.0
5053_P2,5053-96CD635,5. P2-WOF-Fr.jpg,2138,1481,1795,5053-96CD635,5. P2-WOF-Fr.jpg,2138.0,1967.0
5053_P3,5053-96CD635,9. P3-WOF-Fr.jpg,1482,1191,1760,5053-96CD635,9. P3-WOF-Fr.jpg,1482.0,1747.0
5053_P4,5053-96CD635,13. P4-WOF-Fr.jpg,2162,1382,2046,5053-96CD635,13. P4-WOF-Fr.jpg,2162.0,2426.0
5057_P1,5057-Tx2882,1. P1-WOF-Fr.jpg,971,1154,1635,5057-Tx2882,1. P1-WOF-Fr.jpg,971.0,965.0
5057_P2,5057-Tx2882,5. P2-WOF-Fr.jpg,855,879,1360,5057-Tx2882,5. P2-WOF-Fr.jpg,855.0,1228.0
5057_P3,5057-Tx2882,9. P3-WOF-Fr.jpg,1094,1169,1210,5057-Tx2882,9. P3-WOF-Fr.jpg,1094.0,1327.0
5057_P4,5057-Tx2882,13. P4-WOF-Fr.jpg,1093,973,1384,5057-Tx2882,13. P4-WOF-Fr.jpg,1093.0,1410.0
5061_P1,5061-BTx623,1. P1-WOF-Fr.jpg,1308,1137,1765,5061-BTx623,1. P1-WOF-Fr.jpg,1308.0,1821.0
5061_P2,5061-BTx623,5. P2-WOF-Fr.jpg,1173,1006,1500,5061-BTx623,5. P2-WOF-Fr.jpg,1173.0,1262.0
5061_P3,5061-BTx623,9. P3-WOF-Fr.jpg,1424,1562,1982,5061-BTx623,9. P3-WOF-Fr.jpg,1424.0,1380.0
5061_P4,5061-BTx623,13. P4-WOF-Fr.jpg,1259,1402,1965,5061-BTx623,13. P4-WOF-Fr.jpg,1259.0,1206.0
5069_P1,5069-RTx436,1. P1-WOF-Fr.jpg,2923,1556,2080,5069-RTx436,1. P1-WOF-Fr.jpg,2923.0,2695.0
5069_P2,5069-RTx436,5. P2-WOF-Fr.jpg,2466,1537,2103,5069-RTx436,5. P2-WOF-Fr.jpg,2466.0,2442.0
5069_P3,5069-RTx436,9. P3-WOF-Fr.jpg,2872,1453,1995,5069-RTx436,9. P3-WOF-Fr.jpg,2872.0,2887.0
5069_P4,5069-RTx436,13. P4-WOF-Fr.jpg,2674,1372,2031,5069-RTx436,13. P4-WOF-Fr.jpg,2674.0,2699.0
5073_P1,5073-B4R_BTx406_Rio,1. P1-WOF-Fr.jpg,2104,1317,1909,5073-B4R_BTx406_Rio,1. P1-WOF-Fr.jpg,2104.0,2307.0
5073_P2,5073-B4R_BTx406_Rio,5. P2-WOF-Fr.jpg,1614,910,1426,5073-B4R_BTx406_Rio,5. P2-WOF-Fr.jpg,1614.0,1705.0
5073_P3,5073-B4R_BTx406_Rio,9. P3-WOF-Fr.jpg,1751,995,1828,5073-B4R_BTx406_Rio,9. P3-WOF-Fr.jpg,1751.0,2123.0
5073_P4,5073-B4R_BTx406_Rio,13. P4-WOF-Fr.jpg,1536,855,1485,5073-B4R_BTx406_Rio,13. P4-WOF-Fr.jpg,1536.0,1579.0
6005_P1,6005-BTx623,1. P1-WOF-Fr.jpg,3765,900,2063,6005-BTx623,1. P1-WOF-Fr.jpg,3765.0,1676.0
6005_P2,6005-BTx623,5. P2-WOF-Fr.jpg,2120,1159,1955,6005-BTx623,5. P2-WOF-Fr.jpg,2120.0,2142.0
6005_P3,6005-BTx623,9. P3-WOF-Fr.jpg,2741,1836,2349,6005-BTx623,9. P3-WOF-Fr.jpg,2741.0,2796.0
6005_P4,6005-BTx623,13. P4-WOF-Fr.jpg,2451,1897,2361,6005-BTx623,13. P4-WOF-Fr.jpg,2451.0,2527.0
6009_P1,6009-B10001,1. P1-WOF-Fr.jpg,2445,915,1506,6009-B10001,1. P1-WOF-Fr.jpg,2445.0,2544.0
6009_P2,6009-B10001,5. P2-WOF-Fr.jpg,2241,1048,1738,6009-B10001,5. P2-WOF-Fr.jpg,2241.0,2359.0
6009_P3,6009-B10001,9. P3-WOF-Fr.jpg,2822,1617,2112,6009-B10001,9. P3-WOF-Fr.jpg,2822.0,2976.0
6009_P4,6009-B10001,13. P4-WOF-Fr.jpg,2041,1211,1588,6009-B10001,13. P4-WOF-Fr.jpg,2041.0,2087.0
6013_P1,6013-SC1154-14E,1. P1-WOF-Fr.jpg,1052,611,1459,6013-SC1154-14E,1. P1-WOF-Fr.jpg,1052.0,1087.0
6013_P2,6013-SC1154-14E,5. P2-WOF-Fr.jpg,1010,650,1389,6013-SC1154-14E,5. P2-WOF-Fr.jpg,1010.0,1047.0
6013_P3,6013-SC1154-14E,9. P3-WOF-Fr.jpg,1356,789,1404,6013-SC1154-14E,9. P3-WOF-Fr.jpg,1356.0,1398.0
6013_P4,6013-SC1154-14E,13. P4-WOF-Fr.jpg,1218,573,1755,6013-SC1154-14E,13. P4-WOF-Fr.jpg,1218.0,1264.0
6017_P1,6017-P898012,1. P1-WOF-Fr.jpg,1313,821,1293,6017-P898012,1. P1-WOF-Fr.jpg,1313.0,1358.0
6017_P2,6017-P898012,5. P2-WOF-Fr.jpg,1000,591,1479,6017-P898012,5. P2-WOF-Fr.jpg,1000.0,1053.0
6017_P3,6017-P898012,9. P3-WOF-Fr.jpg,1619,931,1631,6017-P898012,9. P3-WOF-Fr.jpg,1619.0,1690.0
6017_P4,6017-P898012,13. P4-WOF-Fr.jpg,1902,1027,2007,6017-P898012,13. P4-WOF-Fr.jpg,1902.0,1958.0
6021_P1,6021-B4R_BTx406_RIO,1. P1-WOF-Fr.jpg,1285,799,1634,6021-B4R_BTx406_RIO,1. P1-WOF-Fr.jpg,1285.0,1358.0
6021_P2,6021-B4R_BTx406_RIO,5. P2-WOF-Fr.jpg,1927,1487,1727,6021-B4R_BTx406_RIO,5. P2-WOF-Fr.jpg,1927.0,2001.0
6021_P3,6021-B4R_BTx406_RIO,9. P3-WOF-Fr.jpg,1388,844,1702,6021-B4R_BTx406_RIO,9. P3-WOF-Fr.jpg,1388.0,1451.0
6021_P4,6021-B4R_BTx406_RIO,13. P4-WOF-Fr.jpg,1228,761,1452,6021-B4R_BTx406_RIO,13. P4-WOF-Fr.jpg,1228.0,1315.0
6025_P1,6025-2290-19_Stg3NIL,1. P1-WOF-Fr.jpg,1628,1301,1869,6025-2290-19_Stg3NIL,1. P1-WOF-Fr.jpg,1628.0,1767.0
6025_P2,6025-2290-19_Stg3NIL,5. P2-WOF-Fr.jpg,1930,1391,1838,6025-2290-19_Stg3NIL,5. P2-WOF-Fr.jpg,1930.0,2016.0
6025_P3,6025-2290-19_Stg3NIL,9. P3-WOF-Fr.jpg,2552,1504,1997,6025-2290-19_Stg3NIL,9. P3-WOF-Fr.jpg,2552.0,2713.0
6025_P4,6025-2290-19_Stg3NIL,13. P4-WOF-Fr.jpg,1788,1161,1737,6025-2290-19_Stg3NIL,13. P4-WOF-Fr.jpg,1788.0,1966.0
6029_P1,6029-SN72_PinkKafir,1. P1-WOF-Fr.jpg,1617,950,1114,6029-SN72_PinkKafir,1. P1-WOF-Fr.jpg,1617.0,2264.0
6029_P2,6029-SN72_PinkKafir,5. P2-WOF-Fr.jpg,1648,1241,1534,6029-SN72_PinkKafir,5. P2-WOF-Fr.jpg,1648.0,1861.0
6029_P3,6029-SN72_PinkKafir,9. P3-WOF-Fr.jpg,1882,1211,1518,6029-SN72_PinkKafir,9. P3-WOF-Fr.jpg,1882.0,1764.0
6029_P4,6029-SN72_PinkKafir,13. P4-WOF-Fr.jpg,2631,1590,1851,6029-SN72_PinkKafir,13. P4-WOF-Fr.jpg,2631.0,2384.0
6033_P1,6033-SC328,1. P1-WOF-Fr.jpg,1051,1100,2167,6033-SC328,1. P1-WOF-Fr.jpg,1051.0,1303.0
6033_P2,6033-SC328,5. P2-WOF-Fr.jpg,896,896,2047,6033-SC328,5. P2-WOF-Fr.jpg,896.0,1021.0
6033_P3,6033-SC328,9. P3-WOF-Fr.jpg,581,633,1704,6033-SC328,9. P3-WOF-Fr.jpg,581.0,934.0
6033_P4,6033-SC328,13. P4-WOF-Fr.jpg,1251,1311,2555,6033-SC328,13. P4-WOF-Fr.jpg,1251.0,1478.0
6037_P1,6037-SC348,1. P1-WOF-Fr.jpg,1172,601,1393,6037-SC348,1. P1-WOF-Fr.jpg,1172.0,1296.0
6037_P2,6037-SC348,5. P2-WOF-Fr.jpg,1355,1099,1305,6037-SC348,5. P2-WOF-Fr.jpg,1355.0,1299.0
6037_P3,6037-SC348,9. P3-WOF-Fr.jpg,980,767,1445,6037-SC348,9. P3-WOF-Fr.jpg,980.0,830.0
6037_P4,6037-SC348,13. P4-WOF-Fr.jpg,984,765,1151,6037-SC348,13. P4-WOF-Fr.jpg,984.0,1053.0
6041_P1,6041-RTx2536,1. P1-WOF-Fr.jpg,1198,1330,1961,6041-RTx2536,1. P1-WOF-Fr.jpg,1198.0,1510.0
6041_P2,6041-RTx2536,5. P2-WOF-Fr.jpg,2033,1239,1943,6041-RTx2536,5. P2-WOF-Fr.jpg,2033.0,2118.0
6041_P3,6041-RTx2536,9. P3-WOF-Fr.jpg,1836,1089,1040,6041-RTx2536,9. P3-WOF-Fr.jpg,1836.0,1644.0
6041_P4,6041-RTx2536,13. P4-WOF-Fr.jpg,2698,1598,2123,6041-RTx2536,13. P4-WOF-Fr.jpg,2698.0,2699.0
6045_P1,6045-BTx623_DW1,1. P1-WOF-Fr.jpg,961,871,1811,6045-BTx623_DW1,1. P1-WOF-Fr.jpg,961.0,1203.0
6045_P2,6045-BTx623_DW1,5. P2-WOF-Fr.jpg,875,713,1535,6045-BTx623_DW1,5. P2-WOF-Fr.jpg,875.0,867.0
6045_P3,6045-BTx623_DW1,9. P3-WOF-Fr.jpg,600,833,1776,6045-BTx623_DW1,9. P3-WOF-Fr.jpg,600.0,836.0
6045_P4,6045-BTx623_DW1,13. P4-WOF-Fr.jpg,439,291,983,6045-BTx623_DW1,13. P4-WOF-Fr.jpg,439.0,674.0
6049_P1,6049-SC326-6,1. P1-WOF-Fr.jpg,2441,1164,1747,6049-SC326-6,1. P1-WOF-Fr.jpg,2441.0,2201.0
6049_P2,6049-SC326-6,5. P2-WOF-Fr.jpg,2876,1041,1425,6049-SC326-6,5. P2-WOF-Fr.jpg,2876.0,2894.0
6049_P3,6049-SC326-6,9. P3-WOF-Fr.jpg,2943,1448,1680,6049-SC326-6,9. P3-WOF-Fr.jpg,2943.0,2995.0
6049_P4,6049-SC326-6,13. P4-WOF-Fr.jpg,3039,1232,1725,6049-SC326-6,13. P4-WOF-Fr.jpg,3039.0,3187.0
6053_P1,6053-SC1154-14E,1. P1-WOF-Fr.jpg,256,231,1034,6053-SC1154-14E,1. P1-WOF-Fr.jpg,256.0,716.0
6053_P2,6053-SC1154-14E,5. P2-WOF-Fr.jpg,445,515,1061,6053-SC1154-14E,5. P2-WOF-Fr.jpg,445.0,384.0
6053_P3,6053-SC1154-14E,9. P3-WOF-Fr.jpg,406,595,1027,6053-SC1154-14E,9. P3-WOF-Fr.jpg,406.0,440.0
6053_P4,6053-SC1154-14E,13. P4-WOF-Fr.jpg,553,596,1166,6053-SC1154-14E,13. P4-WOF-Fr.jpg,553.0,869.0
6057_P1,6057-BTx642,1. P1-WOF-Fr.jpg,442,417,1276,6057-BTx642,1. P1-WOF-Fr.jpg,442.0,770.0
6057_P2,6057-BTx642,5. P2-WOF-Fr.jpg,526,297,1203,6057-BTx642,5. P2-WOF-Fr.jpg,526.0,845.0
6057_P3,6057-BTx642,9. P3-WOF-Fr.jpg,521,327,1183,6057-BTx642,9. P3-WOF-Fr.jpg,521.0,1526.0
6057_P4,6057-BTx642,13. P4-WOF-Fr.jpg,1055,389,1384,6057-BTx642,13. P4-WOF-Fr.jpg,1055.0,1325.0
6061_P1,6061-R11018,1. P1-WOF-Fr.jpg,1220,817,1442,6061-R11018,1. P1-WOF-Fr.jpg,1220.0,1587.0
6061_P2,6061-R11018,5. P2-WOF-Fr.jpg,1441,1374,2062,6061-R11018,5. P2-WOF-Fr.jpg,1441.0,1745.0
6061_P3,6061-R11018,9. P3-WOF-Fr.jpg,1480,1165,1712,6061-R11018,9. P3-WOF-Fr.jpg,1480.0,1718.0
6061_P4,6061-R11018,13. P4-WOF-Fr.jpg,1016,819,1556,6061-R11018,13. P4-WOF-Fr.jpg,1016.0,1108.0
6065_P1,6065-RTx430BL,1. P1-WOF-Fr.jpg,1334,1141,1739,6065-RTx430BL,1. P1-WOF-Fr.jpg,1334.0,1611.0
6065_P2,6065-RTx430BL,5. P2-WOF-Fr.jpg,1208,1127,1913,6065-RTx430BL,5. P2-WOF-Fr.jpg,1208.0,1184.0
6065_P3,6065-RTx430BL,9. P3-WOF-Fr.jpg,1079,1117,1745,6065-RTx430BL,9. P3-WOF-Fr.jpg,1079.0,1180.0
6065_P4,6065-RTx430BL,13. P4-WOF-Fr.jpg,1117,1296,2048,6065-RTx430BL,13. P4-WOF-Fr.jpg,1117.0,1163.0
6069_P1,6069-R9188,1. P1-WOF-Fr.jpg,1180,588,1100,6069-R9188,1. P1-WOF-Fr.jpg,1180.0,1335.0
6069_P2,6069-R9188,5. P2-WOF-Fr.jpg,1514,752,1449,6069-R9188,5. P2-WOF-Fr.jpg,1514.0,2090.0
6069_P3,6069-R9188,9. P3-WOF-Fr.jpg,1431,877,1453,6069-R9188,9. P3-WOF-Fr.jpg,1431.0,1157.0
6069_P4,6069-R9188,13. P4-WOF-Fr.jpg,1914,867,1376,6069-R9188,13. P4-WOF-Fr.jpg,1914.0,2109.0
6073_P1,6073-B10001,1. P1-WOF-Fr.jpg,1455,657,1552,6073-B10001,1. P1-WOF-Fr.jpg,1455.0,1231.0
6073_P2,6073-B10001,5. P2-WOF-Fr.jpg,2126,1252,2039,6073-B10001,5. P2-WOF-Fr.jpg,2126.0,2059.0
6073_P3,6073-B10001,9. P3-WOF-Fr.jpg,1785,1132,1781,6073-B10001,9. P3-WOF-Fr.jpg,1785.0,2078.0
6073_P4,6073-B10001,13. P4-WOF-Fr.jpg,1886,1107,1903,6073-B10001,13. P4-WOF-Fr.jpg,1886.0,1957.0
7005_P1,7005-SC328,1. P1-WOF-Fr.jpg,1970,1495,2654,7005-SC328,1. P1-WOF-Fr.jpg,1970.0,2068.0
7005_P2,7005-SC328,5. P2-WOF-Fr.jpg,2219,1647,3073,7005-SC328,5. P2-WOF-Fr.jpg,2219.0,2292.0
7005_P3,7005-SC328,9. P3-WOF-Fr.jpg,1217,953,2196,7005-SC328,9. P3-WOF-Fr.jpg,1217.0,1344.0
7005_P4,7005-SC328,13. P4-WOF-Fr.jpg,1383,1192,2466,7005-SC328,13. P4-WOF-Fr.jpg,1383.0,1506.0
7009_P1,7009-1790E_SC56_SC33,1. P1-WOF-Fr.jpg,1048,601,1264,7009-1790E_SC56_SC33,1. P1-WOF-Fr.jpg,1048.0,1160.0
7009_P2,7009-1790E_SC56_SC33,5. P2-WOF-Fr.jpg,995,517,1326,7009-1790E_SC56_SC33,5. P2-WOF-Fr.jpg,995.0,1094.0
7009_P3,7009-1790E_SC56_SC33,9. P3-WOF-Fr.jpg,1588,879,1329,7009-1790E_SC56_SC33,9. P3-WOF-Fr.jpg,1588.0,1670.0
7009_P4,7009-1790E_SC56_SC33,13. P4-WOF-Fr.jpg,1473,980,1493,7009-1790E_SC56_SC33,13. P4-WOF-Fr.jpg,1473.0,1606.0
7013_P1,7013-Tx2882,1. P1-WOF-Fr.jpg,1734,1178,1576,7013-Tx2882,1. P1-WOF-Fr.jpg,1734.0,1848.0
