plot,id,img_name,Mach_Count,Spr_Count_Adj
6069-R9188,6069_P4,13. P4-WOF-Fr.jpg,1914,2109
6073-B10001,6073_P1,1. P1-WOF-Fr.jpg,1455,1231
6073-B10001,6073_P2,5. P2-WOF-Fr.jpg,2126,2059
6073-B10001,6073_P3,9. P3-WOF-Fr.jpg,1785,2078
6073-B10001,6073_P4,13. P4-WOF-Fr.jpg,1886,1957
7029-SC964,7029_P1,1. P1-WOF-Fr.jpg,1155,1075
7029-SC964,7029_P2,5. P2-WOF-Fr.jpg,860,888
7029-SC964,7029_P3,9. P3-WOF-Fr.jpg,1354,1612
7029-SC964,7029_P4,13. P4-WOF-Fr.jpg,996,1005
7033-M10P0052_BTx623,7033_P1,1. P1-WOF-Fr.jpg,867,1086
7033-M10P0052_BTx623,7033_P2,5. P2-WOF-Fr.jpg,1344,1473
7033-M10P0052_BTx623,7033_P3,9. P3-WOF-Fr.jpg,1527,1492
7033-M10P0052_BTx623,7033_P4,13. P4-WOF-Fr.jpg,1480,2024
7037-Tx2882,7037_P1,1. P1-WOF-Fr.jpg,1733,1938
7037-Tx2882,7037_P2,5. P2-WOF-Fr.jpg,1519,1203
7037-Tx2882,7037_P3,9. P3-WOF-Fr.jpg,1541,1676
7037-Tx2882,7037_P4,13. P4-WOF-Fr.jpg,964,991
7041-BTx642,7041_P1,1. P1-WOF-Fr.jpg,65,506
7041-BTx642,7041_P2,5. P2-WOF-Fr.jpg,52,156
7041-BTx642,7041_P3,9. P3-WOF-Fr.jpg,122,358
7041-BTx642,7041_P4,13. P4-WOF-Fr.jpg,181,537
7045-BTx635_DW2,7045_P1,1. P1-WOF-Fr.jpg,1499,1779
7045-BTx635_DW2,7045_P2,5. P2-WOF-Fr.jpg,1431,1294
7045-BTx635_DW2,7045_P3,9. P3-WOF-Fr.jpg,1260,1321
7045-BTx635_DW2,7045_P4,13. P4-WOF-Fr.jpg,1882,1843
7049-1790E_SC56_SC33,7049_P1,1. P1-WOF-Fr.jpg,929,962
7049-1790E_SC56_SC33,7049_P2,5. P2-WOF-Fr.jpg,1006,1527
7049-1790E_SC56_SC33,7049_P3,9. P3-WOF-Fr.jpg,884,1139
7049-1790E_SC56_SC33,7049_P4,13. P4-WOF-Fr.jpg,901,812
7053-RLBK1,7053_P1,1. P1-WOF-Fr.jpg,1319,1630
7053-RLBK1,7053_P2,5. P2-WOF-Fr.jpg,564,1208
7053-RLBK1,7053_P3,9. P3-WOF-Fr.jpg,860,1247
7053-RLBK1,7053_P4,13. P4-WOF-Fr.jpg,1961,1698
7057-SC348,7057_P1,1. P1-WOF-Fr.jpg,1520,1520
7057-SC348,7057_P2,5. P2-WOF-Fr.jpg,1098,1506
7057-SC348,7057_P3,9. P3-WOF-Fr.jpg,671,722
7057-SC348,7057_P4,13. P4-WOF-Fr.jpg,1621,1800
7061-2219-3,7061_P1,1. P1-WOF-Fr.jpg,800,1141
7061-2219-3,7061_P2,5. P2-WOF-Fr.jpg,1723,1609
7061-2219-3,7061_P3,9. P3-WOF-Fr.jpg,1358,1464
7061-2219-3,7061_P4,13. P4-WOF-Fr.jpg,1743,1151
7065-SN72_PINK_KAFIR,7065_P1,1. P1-WOF-Fr.jpg,1815,1670
7065-SN72_PINK_KAFIR,7065_P2,5. P2-WOF-Fr.jpg,1775,1794
7065-SN72_PINK_KAFIR,7065_P3,9. P3-WOF-Fr.jpg,1101,992
7065-SN72_PINK_KAFIR,7065_P4,13. P4-WOF-Fr.jpg,1556,1987
7069-2290-19,7069_P1,1. P1-WOF-Fr.jpg,1976,1730
7069-2290-19,7069_P2,5. P2-WOF-Fr.jpg,1370,1396
7069-2290-19,7069_P3,9. P3-WOF-Fr.jpg,1165,1332
7069-2290-19,7069_P4,13. P4-WOF-Fr.jpg,1421,1828
7073-BTx635_DW2,7073_P1,1. P1-WOF-Fr.jpg,1765,1542
7073-BTx635_DW2,7073_P2,5. P2-WOF-Fr.jpg,1000,1398
7073-BTx635_DW2,7073_P3,9. P3-WOF-Fr.jpg,1905,1963
7073-BTx635_DW2,7073_P4,13. P4-WOF-Fr.jpg,1341,1259
