Statistics,Panicle_Seed,Reg_Count,Spread_Seed_adj
MAE,468.9033816425121,449.75845410628017,172.10628019323673
NE,0.3098886082900463,0.29723611913708936,0.1137415035486353
MSE,382514.3429951691,308236.06763285026,57579.10144927536
RMSE,618.4774393582753,555.1901184574976,239.95645740274497
